endTime,artistName,trackName,msPlayed
2023-03-01 16:53,Bad Bunny,LA DROGA,952
2023-03-01 16:53,Bad Bunny,HOY COBRÉ,6292
2023-03-01 16:55,Bad Bunny,DÁKITI,161843
2023-03-01 16:58,Russ,3:15 (Breathe),184000
2023-03-01 17:01,Russ,What They Want,1602
2023-03-01 17:01,Asake,Reason (feat. Russ),1671
2023-03-01 17:01,Russ,Too Many,155277
2023-03-01 17:01,Russ,Moonlight in Atlanta,1578
2023-03-01 17:01,Russ,Yes Sir,952
2023-03-01 17:01,Russ,CIVIL WAR - Bonus,1834
2023-03-01 17:01,DIVINE,Bornfire,975
2023-03-01 17:01,Russ,Still,3436
2023-03-01 17:01,Russ,Gimme Love,1068
2023-03-01 17:01,Russ,Losin Control,1207
2023-03-01 17:01,Russ,PUT YOU ON GAME,1996
2023-03-01 17:01,Russ,Yung God,1068
2023-03-01 17:02,Russ,SMALL TALK,2948
2023-03-01 17:02,Bugus,Soft Life,1486
2023-03-01 17:04,Russ,"Psycho, Pt. 2",161985
2023-03-01 17:06,Russ,Utah Freestyle,90101
2023-03-01 19:44,Lady London,Pop Ya Shit (Freestyle),59230
2023-03-01 19:44,Drake,Fancy,2830
2023-03-01 19:46,Young Money,BedRock,87290
2023-03-01 19:48,A Boogie Wit da Hoodie,Secrets,99850
2023-03-01 20:09,GUF,Ice Baby,122750
2023-03-01 20:13,A$AP Rocky,Fashion Killa,236280
2023-03-01 20:17,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),190550
2023-03-02 05:14,Young Money,BedRock,87716
2023-03-02 17:52,A$AP Rocky,Fashion Killa,108135
2023-03-02 17:54,A Boogie Wit da Hoodie,Secrets,133331
2023-03-02 17:56,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),104562
2023-03-02 17:56,A Boogie Wit da Hoodie,My Shit,42782
2023-03-02 17:59,The Weeknd,Reminder,129195
2023-03-02 18:00,Offset,Ric Flair Drip (with Metro Boomin),928
2023-03-02 18:00,Rae Sremmurd,Come Get Her,2136
2023-03-02 18:00,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),1300
2023-03-02 18:00,J. Cole,Wet Dreamz,1230
2023-03-02 18:00,Big Sean,Bounce Back,41145
2023-03-02 18:00,Tear Da Club Up Thugs,Slob On My Nob (feat. Project Pat),1207
2023-03-02 18:00,Belly,Might Not,4852
2023-03-02 18:00,Future,Mask Off,1207
2023-03-02 18:04,6LACK,PRBLMS,246773
2023-03-02 18:06,Famous Dex,JAPAN,1973
2023-03-02 18:06,Offset,Clout (feat. Cardi B),132280
2023-03-02 18:06,Drake,Childs Play,1277
2023-03-02 18:07,Big Sean,Moves,23800
2023-03-02 18:07,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),55867
2023-03-02 18:11,6LACK,Ex Calling,211960
2023-03-02 18:11,Kanye West,Father Stretch My Hands Pt. 1,30327
2023-03-02 18:12,Famous Dex,PICK IT UP (feat. A$AP Rocky),4713
2023-03-02 18:12,Bryson Tiller,Exchange,2554
2023-03-02 18:12,J. Cole,Work Out,3088
2023-03-02 18:12,Big Sean,Blessings,1857
2023-03-02 18:13,Rae Sremmurd,Swang,975
2023-03-02 18:13,Big Sean,I Know,998
2023-03-02 18:13,ScHoolboy Q,Studio,78181
2023-03-02 18:13,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,1068
2023-03-02 18:13,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1300
2023-03-02 18:17,Drake,Nice For What,210746
2023-03-02 19:29,Kanye West,All Of The Lights,32906
2023-03-02 19:34,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),1044
2023-03-02 19:34,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),1068
2023-03-02 19:34,Gunna,Banking On Me,1927
2023-03-02 19:34,Tory Lanez,The Color Violet,1578
2023-03-02 19:34,6LACK,PRBLMS,1393
2023-03-02 19:34,A$AP Rocky,Fashion Killa,236280
2023-03-02 19:38,A$AP Rocky,Sundress,2182
2023-03-02 19:38,J. Cole,Wet Dreamz,226440
2023-03-02 19:38,Kendrick Lamar,Money Trees,1114
2023-03-02 19:38,The Notorious B.I.G.,Big Poppa - 2005 Remaster,1578
2023-03-02 19:40,Paperboy Fabe,Language,150360
2023-03-02 19:41,Kanye West,Father Stretch My Hands Pt. 1,79202
2023-03-02 19:42,Mustard,Want Her,12492
2023-03-02 19:42,A$AP ANT,Shanghai,2321
2023-03-02 19:42,J. Cole,Work Out,1973
2023-03-02 19:42,A$AP Rocky,LVL,1671
2023-03-02 19:42,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",4295
2023-03-02 19:43,Kanye West,Flashing Lights,1021
2023-03-02 19:43,Kendrick Lamar,Poetic Justice,79690
2023-03-02 19:43,Rae Sremmurd,This Could Be Us,1439
2023-03-02 19:43,A$AP Rocky,Purple Swag,1625
2023-03-02 19:44,Rae Sremmurd,Swang,1439
2023-03-02 19:44,"Tyler, The Creator",She,1253
2023-03-02 19:44,A$AP Rocky,Peso,1230
2023-03-02 19:44,Baby Keem,16,25913
2023-03-02 19:44,A$AP Rocky,Wassup,5596
2023-03-02 19:44,Drake,From Time,1416
2023-03-02 19:44,Frank Ocean,Novacane,1346
2023-03-02 19:44,Bryson Tiller,Exchange,3738
2023-03-02 19:44,A$AP ANT,Red Cream Soda,4620
2023-03-02 19:44,Playboi Carti,Location,1671
2023-03-02 19:45,Frank Ocean,Pink + White,15952
2023-03-02 19:45,Kanye West,Bound 2,1671
2023-03-02 19:45,Kendrick Lamar,Swimming Pools (Drank),2623
2023-03-02 19:45,ScHoolboy Q,Studio,1486
2023-03-02 19:45,A$AP ANT,The God Hour,8753
2023-03-02 19:50,A$AP Rocky,A$AP Forever (feat. Moby),152276
2023-03-02 19:50,J. Cole,No Role Modelz,1462
2023-03-02 19:51,Frank Ocean,In My Room,55449
2023-03-02 19:52,Childish Gambino,3005,103793
2023-03-02 19:54,Don Toliver,Had Enough (feat. Quavo & Offset),4760
2023-03-02 19:54,Trippie Redd,Taking A Walk,1764
2023-03-02 19:54,Baby Keem,ORANGE SODA,1462
2023-03-02 19:54,Kendrick Lamar,Alright,62438
2023-03-02 19:54,50 Cent,Best Friend - Remix,6176
2023-03-02 19:54,A$AP Rocky,L$D,1369
2023-03-02 19:54,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),2391
2023-03-02 19:54,Dr. Dre,Xxplosive,2089
2023-03-02 19:54,Bryson Tiller,Don't,1834
2023-03-02 19:58,GoldLink,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)",2385
2023-03-02 19:58,2Pac,Ratha Be Ya Nigga (ft. Richie Rich),253973
2023-03-02 20:19,Frank Ocean,Thinkin Bout You,1323
2023-03-02 20:19,Jeremih,oui,1996
2023-03-02 20:19,Frank Ocean,Lost,3625
2023-03-02 20:19,The Notorious B.I.G.,One More Chance / Stay with Me - Remix; 2007 Remaster,1369
2023-03-02 20:19,Kendrick Lamar,LOVE. FEAT. ZACARI.,1927
2023-03-02 20:19,Migos,Stir Fry,3065
2023-03-02 20:19,A$AP Rocky,Excuse Me,1486
2023-03-02 20:19,J. Cole,Power Trip (feat. Miguel),1114
2023-03-02 20:19,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-02 20:19,Nicki Minaj,Favorite,2809
2023-03-02 20:19,Childish Gambino,Les,1369
2023-03-02 20:19,A$AP Rocky,Take It Easy Freestyle,1253
2023-03-02 20:20,Famous Dex,PICK IT UP (feat. A$AP Rocky),8753
2023-03-02 20:22,A Boogie Wit da Hoodie,Secrets,133331
2023-03-02 20:25,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),170861
2023-03-02 20:25,Jessie Reyez,FAR AWAY II (feat. A Boogie Wit da Hoodie & JID),5247
2023-03-02 20:25,A Boogie Wit da Hoodie,Still Think About You,1555
2023-03-02 20:25,A Boogie Wit da Hoodie,Jungle,1857
2023-03-02 20:25,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",15673
2023-03-02 20:25,A Boogie Wit da Hoodie,My Shit,1184
2023-03-02 20:26,Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),28328
2023-03-02 20:26,A Boogie Wit da Hoodie,Look Back at It,41888
2023-03-02 20:26,A Boogie Wit da Hoodie,Me and My Guitar,4574
2023-03-02 20:29,Russ,3:15 (Breathe),184000
2023-03-02 20:29,Russ,Missin You Crazy,0
2023-03-02 20:30,Clairo,Bags,7430
2023-03-02 20:30,Bad Bunny,120,1253
2023-03-02 20:30,Trio Vegabajeño,CANTARES DE NAVIDAD,1369
2023-03-02 20:30,Bad Bunny,TE DESEO LO MEJOR,1741
2023-03-02 20:30,Bad Bunny,LA DROGA,4713
2023-03-02 20:30,Bad Bunny,TRELLAS,2995
2023-03-02 20:30,Bad Bunny,EL MUNDO ES MÍO,2600
2023-03-02 20:30,Bad Bunny,TE MUDASTE,1300
2023-03-02 20:32,Bad Bunny,LA NOCHE DE ANOCHE,11818
2023-03-02 20:32,Bad Bunny,DÁKITI,1393
2023-03-02 20:32,Bad Bunny,HACIENDO QUE ME AMAS,7476
2023-03-02 20:32,Bad Bunny,MALDITA POBREZA,1648
2023-03-02 20:32,Bad Bunny,ANTES QUE SE ACABE,1439
2023-03-02 20:32,Bad Bunny,BOOKER T,105302
2023-03-02 20:32,Bad Bunny,HOY COBRÉ,1044
2023-03-02 20:32,Bad Bunny,YO VISTO ASÍ,10054
2023-03-02 20:33,Bad Bunny,SORRY PAPI,2229
2023-03-02 20:33,Gorillaz,Tormenta (feat. Bad Bunny),2716
2023-03-02 20:36,KAROL G,PROVENZA,2623
2023-03-02 20:36,Jhayco,No Me Conoce - Remix,2577
2023-03-02 20:36,J Balvin,LA CANCIÓN,2639
2023-03-02 20:36,Kali Uchis,fue mejor,1741
2023-03-02 20:36,Bad Bunny,Vete,192024
2023-03-02 20:38,Zion & Lennox,Yo Voy (feat. Daddy Yankee),108553
2023-03-02 20:38,J Balvin,QUE PRETENDES,696
2023-03-02 20:38,Bad Bunny,Moscow Mule,1416
2023-03-02 20:41,David Santos,No Eres La Oficial,4941
2023-03-02 20:41,Bizarrap,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",171215
2023-03-02 20:41,Jhayco,CÓMO SE SIENTE - Remix,2391
2023-03-02 20:44,El Alfa,4K,201500
2023-03-02 21:13,Bad Bunny,Me Porto Bonito,115924
2023-03-02 21:17,Offset,Ric Flair Drip (with Metro Boomin),1044
2023-03-02 21:17,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-02 21:17,A$AP Rocky,Fashion Killa,4716
2023-03-02 21:19,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),1184
2023-03-02 21:19,DJ Khaled,I'm On One,84056
2023-03-02 21:19,Drake,Crew Love,998
2023-03-02 21:19,MadeinTYO,Uber Everywhere (feat. Travis Scott),1393
2023-03-02 21:19,Rihanna,Pour It Up,1578
2023-03-02 21:22,Wiz Khalifa,Black and Yellow,190844
2023-03-02 21:22,Kendrick Lamar,Swimming Pools (Drank),2716
2023-03-02 21:22,Drake,Know Yourself,1834
2023-03-02 21:23,A$AP Rocky,Sundress,3691
2023-03-02 21:23,Rae Sremmurd,Swang,1950
2023-03-02 21:23,Kid Cudi,Cudi Zone,45441
2023-03-02 21:23,Lil Baby,Yes Indeed,1787
2023-03-02 21:24,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",61765
2023-03-02 21:25,Drake,Started From the Bottom,70031
2023-03-02 21:26,Lil Wayne,Love Me,1277
2023-03-02 21:26,ILOVEMAKONNEN,Tuesday (feat. Drake),43699
2023-03-02 21:26,Gunna,P power (feat. Drake),1277
2023-03-02 21:26,Kendrick Lamar,Poetic Justice,1764
2023-03-02 21:26,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),3784
2023-03-02 21:27,Rae Sremmurd,Come Get Her,2043
2023-03-02 21:27,Drake,Headlines,75836
2023-03-02 21:28,Kodak Black,Transportin',882
2023-03-02 21:28,A$AP Rocky,Purple Swag,1068
2023-03-02 21:28,Chief Keef,Love Sosa,952
2023-03-02 21:29,B.o.B,HeadBand (feat. 2 Chainz),1811
2023-03-02 21:29,Drake,Over,1904
2023-03-02 21:29,YG,Who Do You Love?,1764
2023-03-02 21:29,Frank Ocean,Novacane,1439
2023-03-02 21:29,Kodak Black,Transportin',79110
2023-03-02 21:29,A$AP Rocky,LVL,3041
2023-03-02 21:29,A$AP ANT,The God Hour,4574
2023-03-02 21:29,JAY-Z,Ni**as In Paris,1323
2023-03-02 21:29,Chief Keef,Love Sosa,2716
2023-03-02 21:37,Kid Cudi,Day 'N' Nite (nightmare),91138
2023-03-03 03:47,A$AP Rocky,Fashion Killa,7012
2023-03-03 03:51,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-03 03:51,A$AP Rocky,Fashion Killa,14654
2023-03-03 03:55,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-03 03:56,A$AP Rocky,Fashion Killa,38106
2023-03-03 03:59,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-03 04:00,A$AP Rocky,Fashion Killa,6457
2023-03-03 16:30,Tear Da Club Up Thugs,Slob On My Nob (feat. Project Pat),48625
2023-03-03 16:30,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-03 16:34,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",232524
2023-03-04 16:40,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",188180
2023-03-04 16:42,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),190
2023-03-04 16:43,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),59410
2023-03-04 16:43,A Boogie Wit da Hoodie,D.T.B. (Interlude),14440
2023-03-04 16:44,A Boogie Wit da Hoodie,No 808’s (feat. Vory),2070
2023-03-04 16:44,A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),2700
2023-03-04 16:44,A Boogie Wit da Hoodie,4 Min Convo (Favorite Song),64510
2023-03-04 16:44,A Boogie Wit da Hoodie,Last Time (feat. G Herbo),4290
2023-03-04 16:44,A Boogie Wit da Hoodie,Still Think About You,1500
2023-03-04 16:44,A Boogie Wit da Hoodie,24 Hours (feat. Lil Durk),11600
2023-03-04 16:44,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),1710
2023-03-04 16:45,A Boogie Wit da Hoodie,No 808’s (feat. Vory),5470
2023-03-04 16:45,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),14900
2023-03-04 16:48,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",165370
2023-03-04 16:49,Nicki Minaj,Yikes,100480
2023-03-04 16:54,The Weeknd,Acquainted,259130
2023-03-04 16:55,Outkast,Ms. Jackson,2840
2023-03-04 16:55,Jack Harlow,Dua Lipa,2950
2023-03-04 16:55,Tyga,Ice Cream Man,87970
2023-03-04 16:58,Drake,The Motto,152550
2023-03-04 17:00,Ricky Rich,Habibi - Albanian Remix,129589
2023-03-04 17:02,Kodak Black,Transportin',158840
2023-03-04 17:03,Doja Cat,So High,49330
2023-03-04 17:03,Rihanna,Loveeeeeee Song,2510
2023-03-04 17:15,Miguel,How Many Drinks?,210260
2023-03-04 17:18,Nicki Minaj,Chun-Li,37070
2023-03-04 17:18,Cardi B,Thru Your Phone,125410
2023-03-04 17:18,Megan Thee Stallion,Tuned In Freestyle,13220
2023-03-04 17:22,Rae Sremmurd,Swang,550
2023-03-04 17:22,Rae Sremmurd,Throw Sum Mo,4900
2023-03-04 17:22,Steve Lacy,Bad Habit,1030
2023-03-04 17:22,Megan Thee Stallion,B.I.T.C.H.,120
2023-03-04 17:22,Future,LOVE YOU BETTER,2830
2023-03-04 17:22,Tems,Higher,189200
2023-03-04 17:22,Russ,Ride Slow,1340
2023-03-04 17:26,The Weeknd,Often,240300
2023-03-04 17:28,Doja Cat,Roll With Us,155100
2023-03-04 17:32,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),212352
2023-03-04 17:32,Beach House,Silver Soul,6487
2023-03-04 17:33,50 Cent,21 Questions,52180
2023-03-04 17:36,Rich Gang,Tapout,188280
2023-03-04 17:37,Gesaffelstein,Lost in the Fire (feat. The Weeknd),1790
2023-03-04 17:37,Cat Burns,go - Lower & Slower,70300
2023-03-04 17:37,Rihanna,Loveeeeeee Song,1440
2023-03-04 17:39,Tory Lanez,The Color Violet,86580
2023-03-04 20:23,Outkast,Ms. Jackson,8380
2023-03-04 20:27,Fleetwood Mac,Dreams - 2004 Remaster,227310
2023-03-04 20:30,USHER,My Boo,11462
2023-03-04 20:30,MadeinTYO,Uber Everywhere (feat. Travis Scott),181107
2023-03-05 19:29,Cocteau Twins,Heaven or Las Vegas,298400
2023-03-05 19:30,Soko,We Might Be Dead by Tomorrow,2275
2023-03-05 19:30,Lucas Coly,Break Ya Back,1416
2023-03-05 19:30,Rihanna,Same Ol’ Mistakes,1648
2023-03-05 19:30,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",37248
2023-03-05 19:34,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),229181
2023-03-05 19:38,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),181267
2023-03-05 19:50,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),188351
2023-03-05 19:55,Cuco,Lover Is a Day,2889
2023-03-05 19:55,B2K,Streets Is Callin',1695
2023-03-05 19:55,BRS Kash,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,1602
2023-03-05 19:55,Kali Uchis,telepatía,160191
2023-03-05 19:55,Cuco,Lo Que Siento,2136
2023-03-05 19:55,Kevin Gates,Big Gangsta,2391
2023-03-05 19:56,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),6269
2023-03-05 20:00,Offset,Ric Flair Drip (with Metro Boomin),1950
2023-03-05 20:00,Drake,Started From the Bottom,8428
2023-03-05 20:00,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2023-03-05 20:00,A$AP Rocky,Fashion Killa,2440
2023-03-05 20:01,Wiz Khalifa,Black and Yellow,1880
2023-03-05 20:01,Kanye West,Can't Tell Me Nothing,14698
2023-03-05 20:01,Lil Wayne,Love Me,16718
2023-03-05 20:01,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),1253
2023-03-05 20:01,DJ Khaled,I'm On One,1973
2023-03-05 20:01,Drake,Crew Love,1253
2023-03-05 20:01,Kendrick Lamar,Swimming Pools (Drank),2623
2023-03-05 20:01,MadeinTYO,Uber Everywhere (feat. Travis Scott),1323
2023-03-05 20:01,Belly,Might Not,1091
2023-03-05 20:01,Rihanna,Pour It Up,1787
2023-03-05 20:01,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1834
2023-03-05 20:01,Drake,Know Yourself,1578
2023-03-05 20:01,Lil Baby,Yes Indeed,1811
2023-03-05 20:04,ILOVEMAKONNEN,Tuesday (feat. Drake),188360
2023-03-05 20:07,A$AP Rocky,Sundress,158205
2023-03-05 20:07,Drake,0 To 100 / The Catch Up,1021
2023-03-05 20:07,A$AP Rocky,Wild for the Night (feat. Skrillex & Birdy Nam Nam),1439
2023-03-05 20:07,Rae Sremmurd,Come Get Her,1625
2023-03-05 20:07,Nicki Minaj,Moment 4 Life,116
2023-03-05 20:07,Kendrick Lamar,Money Trees,998
2023-03-05 20:07,Lil Wayne,She Will,1300
2023-03-05 20:07,Gunna,P power (feat. Drake),905
2023-03-05 20:07,Kendrick Lamar,Poetic Justice,1953
2023-03-05 20:07,Kodak Black,Transportin',882
2023-03-05 20:07,Drake,Headlines,1021
2023-03-05 20:07,Nicki Minaj,Truffle Butter,1509
2023-03-05 20:07,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",1184
2023-03-05 20:07,A$AP ANT,The God Hour,1718
2023-03-05 20:07,Rae Sremmurd,This Could Be Us,1439
2023-03-05 20:07,A$AP Rocky,Purple Swag,1253
2023-03-05 20:07,JAY-Z,Ni**as In Paris,998
2023-03-05 20:11,O.T. Genasis,Cut It (feat. Young Dolph),222600
2023-03-05 20:13,B.o.B,HeadBand (feat. 2 Chainz),31184
2023-03-05 20:13,Drake,Right Hand,5387
2023-03-05 20:13,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",103952
2023-03-05 20:14,Fetty Wap,679 (feat. Remy Boyz),66060
2023-03-05 20:15,A$AP Rocky,Goldie,53916
2023-03-05 20:15,Kendrick Lamar,HUMBLE.,1346
2023-03-05 20:16,Kanye West,Mercy,10054
2023-03-05 20:18,Drake,Over,154041
2023-03-05 20:18,21 Savage,Mr. Right Now (feat. Drake),1718
2023-03-05 20:18,Chief Keef,Love Sosa,18877
2023-03-05 20:19,Rae Sremmurd,Swang,1230
2023-03-05 20:19,Drake,Energy,1323
2023-03-05 20:19,A$AP Rocky,Peso,5387
